objectP1,setSizeP1,gridCheckP1,raceP2,objectP2,setSizeP2,gridCheckP2,nRepsBlock1,nRepsBlock2,nRepsBlock3,raceB3,objectB3,setSizeB3,gridCheckB3,objectB1,setSizeB1,gridCheckB1,raceB2,objectB2,setSizeB2,gridCheckB2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,Initialize.started,Initialize.stopped,Instructions.started,text.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Instructions2.started,text_6.started,key_resp_11.started,Instructions2.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,Instructions3.started,text_4.started,key_resp_9.started,Instructions3.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,PracticeTrial.started,fixation.started,fixation.stopped,cue.started,cue.stopped,fixation_2.started,fixation_2.stopped,Tstim.started,Dstim_1.started,Dstim_2.started,Dstim_3.started,Dstim_4.started,Dstim_5.started,Dstim_6.started,Dstim_7.started,Dstim_8.started,Dstim_9.started,Dstim_10.started,Dstim_11.started,Dstim_12.started,Dstim_13.started,Dstim_14.started,Dstim_15.started,Dstim_16.started,Dstim_17.started,Dstim_18.started,Dstim_19.started,key_resp_2.started,PracticeTrial.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Dstim_1_image,Dstim_1_position,Dstim_2_image,Dstim_2_position,Dstim_3_image,Dstim_3_position,Dstim_4_image,Dstim_4_position,Dstim_5_image,Dstim_5_position,Dstim_6_image,Dstim_6_position,Dstim_7_image,Dstim_7_position,Dstim_8_image,Dstim_8_position,Dstim_9_image,Dstim_9_position,Dstim_10_image,Dstim_10_position,Dstim_11_image,Dstim_11_position,Dstim_12_image,Dstim_12_position,Dstim_13_image,Dstim_13_position,Dstim_14_image,Dstim_14_position,Dstim_15_image,Dstim_15_position,Dstim_16_image,Dstim_16_position,Dstim_17_image,Dstim_17_position,Dstim_18_image,Dstim_18_position,Dstim_19_image,Dstim_19_position,target_object,target_object_position,target_type,pretrial_text,setSize,response,rt,correct,face,race,condition_name,block_order,textGrid.started,textGrid.stopped,gridCheck.started,gridCheck.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.corr,mouse.clicked_name,gridCheck,mouseRT,mouseCorr,Tnum_position,Tnum_value,Dnum_position,Dnum_value,Dnum2_position,Dnum2_value,Dnum3_position,Dnum3_value,feedback.started,fb.started,fb.stopped,feedback.stopped,itemNumber.started,itemNumber_2.started,itemNumber_3.started,itemNumber_4.started,itemNumber_5.started,itemNumber_6.started,itemNumber_7.started,itemNumber_8.started,itemNumber_9.started,itemNumber_10.started,itemNumber_11.started,itemNumber_12.started,itemNumber_13.started,itemNumber_14.started,itemNumber_15.started,itemNumber_16.started,itemNumber_17.started,itemNumber_18.started,itemNumber_19.started,itemNumber_20.started,Tnum.started,Dnum.started,Dnum_2.started,Dnum_3.started,mouse.started,instruct.started,RaceBlockPrac.started,fixation_7.started,fixation_7.stopped,cue_5.started,cue_5.stopped,Rstim_3.started,Rstim_3.stopped,Tstim_5.started,Dstim_77.started,Dstim_78.started,Dstim_79.started,Dstim_80.started,Dstim_81.started,Dstim_82.started,Dstim_83.started,Dstim_84.started,Dstim_85.started,Dstim_86.started,Dstim_87.started,Dstim_88.started,Dstim_89.started,Dstim_90.started,Dstim_91.started,Dstim_92.started,Dstim_93.started,Dstim_94.started,Dstim_95.started,key_resp_7.started,RaceBlockPrac.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,textGrid_2.started,itemNumber_21.started,itemNumber_22.started,itemNumber_23.started,itemNumber_24.started,itemNumber_25.started,itemNumber_26.started,itemNumber_27.started,itemNumber_28.started,itemNumber_29.started,itemNumber_30.started,itemNumber_31.started,itemNumber_32.started,itemNumber_33.started,itemNumber_34.started,itemNumber_35.started,itemNumber_36.started,itemNumber_37.started,itemNumber_38.started,itemNumber_39.started,itemNumber_40.started,textGrid_2.stopped,gridCheck_2.started,Tnum_2.started,Dnum_4.started,Dnum_5.started,Dnum_6.started,mouse_2.started,instruct_2.started,gridCheck_2.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.corr,mouse_2.clicked_name,feedback_2.started,fb_2.started,fb_2.stopped,feedback_2.stopped,pauseForMainTrials.started,text_3.started,key_resp_8.started,pauseForMainTrials.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,storeConditions.started,storeConditions.stopped,RaceBlock_2.started,fixation_6.started,fixation_6.stopped,cue_4.started,cue_4.stopped,Rstim_2.started,Rstim_2.stopped,Tstim_4.started,Dstim_58.started,Dstim_59.started,Dstim_60.started,Dstim_61.started,Dstim_62.started,Dstim_63.started,Dstim_64.started,Dstim_65.started,Dstim_66.started,Dstim_67.started,Dstim_68.started,Dstim_69.started,Dstim_70.started,Dstim_71.started,Dstim_72.started,Dstim_73.started,Dstim_74.started,Dstim_75.started,Dstim_76.started,key_resp_5.started,RaceBlock_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,textGrid_5.started,textGrid_5.stopped,gridCheck_5.started,gridCheck_5.stopped,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.time,mouse_5.corr,mouse_5.clicked_name,itemNumber_81.started,itemNumber_82.started,itemNumber_83.started,itemNumber_84.started,itemNumber_85.started,itemNumber_86.started,itemNumber_87.started,itemNumber_88.started,itemNumber_89.started,itemNumber_90.started,itemNumber_91.started,itemNumber_92.started,itemNumber_93.started,itemNumber_94.started,itemNumber_95.started,itemNumber_96.started,itemNumber_97.started,itemNumber_98.started,itemNumber_99.started,itemNumber_100.started,Tnum_5.started,Dnum_13.started,Dnum_14.started,Dnum_15.started,mouse_5.started,instruct_5.started,RestBlock.started,text_2.started,key_resp_6.started,RestBlock.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,NonRaceBlock.started,fixation_3.started,fixation_3.stopped,cue_2.started,cue_2.stopped,fixation_4.started,fixation_4.stopped,Tstim_2.started,Dstim_20.started,Dstim_21.started,Dstim_22.started,Dstim_23.started,Dstim_24.started,Dstim_25.started,Dstim_26.started,Dstim_27.started,Dstim_28.started,Dstim_29.started,Dstim_30.started,Dstim_31.started,Dstim_32.started,Dstim_33.started,Dstim_34.started,Dstim_35.started,Dstim_36.started,Dstim_37.started,Dstim_38.started,key_resp_3.started,NonRaceBlock.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,textGrid_3.started,textGrid_3.stopped,gridCheck_3.started,gridCheck_3.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,mouse_3.corr,mouse_3.clicked_name,itemNumber_41.started,itemNumber_42.started,itemNumber_43.started,itemNumber_44.started,itemNumber_45.started,itemNumber_46.started,itemNumber_47.started,itemNumber_48.started,itemNumber_49.started,itemNumber_50.started,itemNumber_51.started,itemNumber_52.started,itemNumber_53.started,itemNumber_54.started,itemNumber_55.started,itemNumber_56.started,itemNumber_57.started,itemNumber_58.started,itemNumber_59.started,itemNumber_60.started,Tnum_3.started,Dnum_7.started,Dnum_8.started,Dnum_9.started,mouse_3.started,instruct_3.started,RaceBlock_1.started,fixation_5.started,fixation_5.stopped,cue_3.started,cue_3.stopped,Rstim.started,Rstim.stopped,Tstim_3.started,Dstim_39.started,Dstim_40.started,Dstim_41.started,Dstim_42.started,Dstim_43.started,Dstim_44.started,Dstim_45.started,Dstim_46.started,Dstim_47.started,Dstim_48.started,Dstim_49.started,Dstim_50.started,Dstim_51.started,Dstim_52.started,Dstim_53.started,Dstim_54.started,Dstim_55.started,Dstim_56.started,Dstim_57.started,key_resp_4.started,RaceBlock_1.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,textGrid_4.started,textGrid_4.stopped,gridCheck_4.started,gridCheck_4.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time,mouse_4.corr,mouse_4.clicked_name,itemNumber_61.started,itemNumber_62.started,itemNumber_63.started,itemNumber_64.started,itemNumber_65.started,itemNumber_66.started,itemNumber_67.started,itemNumber_68.started,itemNumber_69.started,itemNumber_70.started,itemNumber_71.started,itemNumber_72.started,itemNumber_73.started,itemNumber_74.started,itemNumber_75.started,itemNumber_76.started,itemNumber_77.started,itemNumber_78.started,itemNumber_79.started,itemNumber_80.started,Tnum_4.started,Dnum_10.started,Dnum_11.started,Dnum_12.started,mouse_4.started,instruct_4.started,endTask.started,text_5.started,key_resp_10.started,endTask.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007943941018311307,0.008814759028609842,0.008844643016345799,0.02606458601076156,2.0024058340059128,36.54528426902834,space,34.526622956997016,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10962,2023-11-06_13h54.47.240,VAST1,2023.2.3,None,2023-11-06 15h34.59.329466 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.54530540801352,36.553532313002506,38.541984998009866,54.90773330902448,space,16.355500876990845,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10962,2023-11-06_13h54.47.240,VAST1,2023.2.3,None,2023-11-06 15h34.59.329466 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.9077818270016,54.91375338000944,56.906359386019176,100.77649469001335,space,43.862806494988035,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10962,2023-11-06_13h54.47.240,VAST1,2023.2.3,None,2023-11-06 15h34.59.329466 -0500,
Gun,20,1,,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,101.04673147102585,,,,,,,,,,,,,,,,,,,,,,,,,100.78522478902596,101.04673147102585,102.04008272101055,102.27452937801718,106.2738710300182,106.2738710300182,106.76724212800036,106.79857287701452,106.79857287701452,106.79857287701452,106.79857287701452,106.79857287701452,106.79857287701452,106.79857287701452,106.79857287701452,106.79857287701452,106.79857287701452,106.79857287701452,106.79857287701452,106.79857287701452,106.79857287701452,106.79857287701452,106.79857287701452,106.79857287701452,106.79857287701452,106.79857287701452,106.79857287701452,106.79857287701452,108.73474068901851,q,1.9233428179868497,None,rollerskates_2,[21.    1.72],pen_16,[21.    5.16],train_12,[3.   5.16],rug_4,[9.  8.6],cheese_4,[-21.    8.6],saltpeppershake_16,[-21.     5.16],binoculars_6,[-9.   12.04],glove_15,[-15.    12.04],mp3player_15,[-15.    8.6],apple_8,[ 21.   -12.04],bagel_4,[ 3.   -5.16],ceilingfan_7,[21.   -5.16],jacket_6,[15.   -5.16],tv_3,[  3.   -12.04],bike_15,[-9.  -8.6],headband_1,[-21.    -1.72],beermug_10,[-21.    -5.16],stool_5,[-3.   -5.16],airplane_3,[-15.    -5.16],handgun_13,[21.   12.04],gun,Gun or Flashlight,20,q,1.9233428179868497,TRUE,None,None,None,None,108.73617985000601,108.76704914800939,108.76706161102629,108.77280896401498,[],[],[],[],[],[],[],[],1,NA,NA,[-8.  0.],18,[-3.  0.],3,[3. 0.],13,[8. 0.],17,108.77404915800435,108.78306996400352,110.05325264902785,109.76788003000547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10962,2023-11-06_13h54.47.240,VAST1,2023.2.3,None,2023-11-06 15h34.59.329466 -0500,
NonGun,20,0,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,110.05325264902785,,,,,,,,,,,,,,,,,,,,,,,,,109.76826015301049,110.05325264902785,111.05009795201477,111.27321709002717,115.26636018502177,115.27231633500196,115.76618809302454,115.79265355502139,115.79265355502139,115.79265355502139,115.79265355502139,115.79265355502139,115.79265355502139,115.79265355502139,115.79265355502139,115.79265355502139,115.79265355502139,115.79265355502139,115.79265355502139,115.79265355502139,115.79265355502139,115.79265355502139,115.79265355502139,115.79265355502139,115.79265355502139,115.79265355502139,115.79265355502139,115.79265355502139,117.26766196201788,p,1.4738454100152012,None,socks_3,[-21.   -12.04],bathsuit_14,[-21.    -1.72],jacket_4,[-3.  -8.6],helmet_13,[-21.   -8.6],abacus_5,[9.  8.6],licenseplate_16,[21.   8.6],stool_9,[15.   12.04],nailpolish_5,[21.    5.16],vase_1,[15.    5.16],speakers_7,[-3.   12.04],clock_14,[-3.    5.16],keychain_11,[-21.     1.72],rosary_15,[-15.    8.6],doorknob_8,[-21.    8.6],bottle_2,[ 3.   -5.16],bongo_15,[  3.   -12.04],rollerskates_4,[ 9.  -8.6],headband_12,[21.  -8.6],telescope_5,[ 15.   -12.04],Stapler_1,[-9.   -1.72],nongun,Gun or Stapler,20,p,1.4738454100152012,TRUE,None,None,None,None,117.2690078530286,119.27395159201114,119.27396432502428,121.4605403150199,[7.892435817336067],[-0.23365763932902833],[1],[0],[0],[2.1807818119996227],[1],['Tnum'],0,2.1807818119996227,TRUE,[8. 0.],13,[-3.  0.],4,[-8.  0.],9,[3. 0.],16,121.46168218902312,121.46739237502334,122.7397921460215,122.45571408700198,117.31455143602216,117.31455143602216,117.31455143602216,117.31455143602216,117.31455143602216,117.31455143602216,117.31455143602216,117.31455143602216,117.31455143602216,117.31455143602216,117.31455143602216,117.31455143602216,117.31455143602216,117.31455143602216,117.31455143602216,117.31455143602216,117.31455143602216,117.31455143602216,117.31455143602216,117.31455143602216,119.28823278401978,119.28823278401978,119.28823278401978,119.28823278401978,0.010335051018046215,119.28823278401978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10962,2023-11-06_13h54.47.240,VAST1,2023.2.3,None,2023-11-06 15h34.59.329466 -0500,
Gun,12,0,,,,,,,,,,,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,122.7397921460215,,,,,,,,,,,,,,,,,,,,,,,,,122.45600035402458,122.7397921460215,123.73740741901565,123.95461754701682,127.94827453800826,127.95535745300003,128.44819801702397,128.47470777502167,128.47470777502167,128.47470777502167,128.47470777502167,128.47470777502167,128.47470777502167,128.47470777502167,128.47470777502167,128.47470777502167,128.47470777502167,128.47470777502167,128.47470777502167,128.47470777502167,128.47470777502167,128.47470777502167,128.47470777502167,128.47470777502167,128.47470777502167,128.47470777502167,128.47470777502167,128.47470777502167,129.91610859101638,q,1.4310292479931377,None,jacket_15,[-15.   -8.6],speakers_17,[-9.  -8.6],crib_9,[21.   8.6],hanger_4,[21.    5.16],headphone_12,[3.  8.6],dumbbell_13,[-21.     1.72],powerstrip_1,[-9.   8.6],saddle_4,[-9.    1.72],toiletseat_11,[ 3.  -8.6],chair_7,[ 9.  -8.6],grill_10,[ 15.   -12.04],tennisracquet_9,[1000. 1000.],motorcycle_8,[1000. 1000.],spoon_4,[1000. 1000.],beermug_17,[1000. 1000.],pen_3,[1000. 1000.],mask_11,[1000. 1000.],lantern_16,[1000. 1000.],seashell_15,[1000. 1000.],handgun_7,[ -9.   -12.04],gun,Hairbrush or Gun,12,q,1.4310292479931377,TRUE,None,None,None,None,129.91772309402586,131.92526344401995,131.92527549900115,133.3261094840127,[3.2712069506063965],[-0.05192391985089518],[1],[0],[0],[1.394406584004173],[1],['Tnum'],0,1.394406584004173,TRUE,[3. 0.],10,[-8.  0.],11,[-3.  0.],9,[8. 0.],12,133.32743436202873,133.3329152970109,134.60279313402134,134.3210356500058,129.96246569402865,129.96246569402865,129.96246569402865,129.96246569402865,129.96246569402865,129.96246569402865,129.96246569402865,129.96246569402865,129.96246569402865,129.96246569402865,129.96246569402865,129.96246569402865,129.96246569402865,129.96246569402865,129.96246569402865,129.96246569402865,129.96246569402865,129.96246569402865,129.96246569402865,129.96246569402865,131.93935922600213,131.93935922600213,131.93935922600213,131.93935922600213,0.01349755297997035,131.93935922600213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10962,2023-11-06_13h54.47.240,VAST1,2023.2.3,None,2023-11-06 15h34.59.329466 -0500,
NonGun,16,1,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,134.60279313402134,,,,,,,,,,,,,,,,,,,,,,,,,134.32131067902083,134.60279313402134,135.5969572600152,135.8200697870052,139.81369933701353,139.82031913401443,140.33852038902114,140.33852038902114,140.33852038902114,140.33852038902114,140.33852038902114,140.33852038902114,140.33852038902114,140.33852038902114,140.33852038902114,140.33852038902114,140.33852038902114,140.33852038902114,140.33852038902114,140.33852038902114,140.33852038902114,140.33852038902114,140.33852038902114,140.33852038902114,140.33852038902114,140.33852038902114,140.33852038902114,140.33852038902114,143.03050416702172,p,2.6866575939930044,None,bucket_11,[21.   12.04],cake_4,[9.   1.72],recordplayer_13,[ 9.   12.04],fish hook_4,[-21.     1.72],bike_2,[-21.    12.04],jacket_12,[-15.    8.6],wig_12,[-21.    8.6],leaves_1,[15.   -5.16],pizza_16,[ 21.   -12.04],beanbagchair_1,[ 3.   -5.16],tent_13,[15.  -8.6],basket_8,[-15.    -1.72],bell_17,[-3.  -8.6],easteregg_redo_9,[-9.  -8.6],ball_1,[-21.   -12.04],tongs_8,[1000. 1000.],necktie_1,[1000. 1000.],helmet_16,[1000. 1000.],lamp_5,[1000. 1000.],Cellphone_1,[3.   5.16],nongun,Cellphone or Gun,16,p,2.6866575939930044,TRUE,None,None,None,None,143.0316826380149,143.05601118100458,143.05602252000244,143.06098916902556,[],[],[],[],[],[],[],[],1,NA,NA,[-8.  0.],16,[8. 0.],5,[-3.  0.],3,[3. 0.],11,143.06186215701746,143.0697580180131,144.44732991201454,144.05345563800074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10962,2023-11-06_13h54.47.240,VAST1,2023.2.3,None,2023-11-06 15h34.59.329466 -0500,
,,,Images/faces/WM-224.jpg,NonGun,12,0,,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,,,,,144.44732991201454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp3player_14,[-9.   -5.16],watch_14,[-21.   -8.6],licenseplate_17,[9.   5.16],sofa_17,[ 3.   12.04],makeupcompact_7,[15.   12.04],stool_15,[-9.   8.6],bagel_9,[-9.    1.72],baseballcards_8,[-21.     5.16],helmet_10,[ 9.  -8.6],abacus_4,[21.  -8.6],frame_4,[21.   -5.16],dresser_13,[1000. 1000.],bongo_14,[1000. 1000.],fan_8,[1000. 1000.],tape_3,[1000. 1000.],babycarriage_14,[1000. 1000.],shoe_9,[1000. 1000.],tree_16,[1000. 1000.],hanger_8,[1000. 1000.],Hairbrush_2,[-9.  -8.6],nongun,Hairbrush or Gun,12,p,1.554516292992048,TRUE,None,None,None,None,,,,,,,,,,,,,0,2.043081094016088,TRUE,[-3.  0.],4,[-8.  0.],1,[8. 0.],8,[3. 0.],11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0601399760053,144.44732991201454,144.93473684802302,144.94667742500314,149.9349495350034,149.94592897300026,150.43420219502877,150.4614540140028,150.4614540140028,150.4614540140028,150.4614540140028,150.4614540140028,150.4614540140028,150.4614540140028,150.4614540140028,150.4614540140028,150.4614540140028,150.4614540140028,150.4614540140028,150.4614540140028,150.4614540140028,150.4614540140028,150.4614540140028,150.4614540140028,150.4614540140028,150.4614540140028,150.4614540140028,150.4614540140028,152.02190370400785,p,1.554516292992048,None,152.0231990380271,152.0693989880092,152.0693989880092,152.0693989880092,152.0693989880092,152.0693989880092,152.0693989880092,152.0693989880092,152.0693989880092,152.0693989880092,152.0693989880092,152.0693989880092,152.0693989880092,152.0693989880092,152.0693989880092,152.0693989880092,152.0693989880092,152.0693989880092,152.0693989880092,152.0693989880092,152.0693989880092,154.03420747202472,154.03422190400306,154.04947850701865,154.04947850701865,154.04947850701865,154.04947850701865,0.016017101996112615,154.04947850701865,156.08273776300484,[-3.0375493112773686],[-0.10384783970179036],[1],[0],[0],[2.043081094016088],[1],['Tnum_2'],156.0840523430088,156.09465692201047,157.4902755600051,157.07863511602045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10962,2023-11-06_13h54.47.240,VAST1,2023.2.3,None,2023-11-06 15h34.59.329466 -0500,
