participant,target_object,target_object_position,target_type,pretrial_text,setSize,response,rt,correct,face,race,condition_name,block_order,gridCheck,mouseRT,mouseCorr,Tnum_position,Dnum_position,Dnum2_position,Dnum3_position,rt2,rt3,rt4,number_timeouts,over_timeouts,number_errors,mouse_number_errors,Dstim_1_image,Dstim_1_position,Dstim_2_image,Dstim_2_position,Dstim_3_image,Dstim_3_position,Dstim_4_image,Dstim_4_position,Dstim_5_image,Dstim_5_position,Dstim_6_image,Dstim_6_position,Dstim_7_image,Dstim_7_position,Dstim_8_image,Dstim_8_position,Dstim_9_image,Dstim_9_position,Dstim_10_image,Dstim_10_position,Dstim_11_image,Dstim_11_position,Dstim_12_image,Dstim_12_position,Dstim_13_image,Dstim_13_position,Dstim_14_image,Dstim_14_position,Dstim_15_image,Dstim_15_position,Dstim_16_image,Dstim_16_position,Dstim_17_image,Dstim_17_position,Dstim_18_image,Dstim_18_position,Dstim_19_image,Dstim_19_position
10322,Stapler_1,[-3.    5.16],nongun,Stapler or Gun,20.0,p,1142.0,True,BM-229,black,RaceB3,0.0,1.0,,,[-8.  0.],[3. 0.],[-3.  0.],[8. 0.],1142.0,1142.0,1142.0,0,0,0,0,bagel_8,[-15.    8.6],compass_13,[-21.    12.04],socks_8,[-15.     5.16],ring_14,[-21.     5.16],mushroom_10,[3.  8.6],lei_6,[9.   1.72],abacus_11,[3.   5.16],easteregg_redo_13,[9.   5.16],headphone_13,[9.  8.6],sippycup_4,[ 3.   -5.16],microscope_17,[21.   -1.72],trunk_1,[ 9.  -8.6],kayak_5,[15.  -8.6],orifan_14,[21.  -8.6],trumpet_4,[-21.    -1.72],pants_11,[-15.   -12.04],cookingpan_4,[-21.   -12.04],garbagetrash_8,[-15.    -5.16],bird_7,[-15.   -8.6]
10322,handgun_6,[-21.    -5.16],gun,Cellphone or Gun,20.0,q,2093.0,True,WM-208,white,RaceB3,0.0,1.0,,,[3. 0.],[8. 0.],[-3.  0.],[-8.  0.],2093.0,2093.0,2093.0,0,0,0,0,stamp_11,[-15.   -12.04],camera_1,[-9.   -5.16],bowl_4,[-9.  -8.6],bonzai_6,[ -3.   -12.04],nailpolish_6,[15.   12.04],boot_9,[15.   8.6],lock_4,[15.    5.16],sandwich_6,[9.  8.6],rock_11,[9.   5.16],trunk_15,[-15.     5.16],ring_5,[-15.    12.04],lei_9,[-9.    5.16],jacket_9,[-15.    8.6],powerstrip_9,[-9.   12.04],button_6,[15.  -8.6],frisbee_9,[ 9.  -8.6],mushroom_17,[  9.   -12.04],cookingpan_12,[ 9.   -1.72],microscope_9,[  3.   -12.04]
10322,VideoGameController_2,[15.  -8.6],nongun,VideoGameController or Gun,20.0,p,2108.0,True,BM-214,black,RaceB3,0.0,1.0,,,[3. 0.],[8. 0.],[-3.  0.],[-8.  0.],2108.0,2108.0,2108.0,0,0,0,0,bike_6,[  9.   -12.04],airplane_2,[  3.   -12.04],pen_16,[ 3.   -5.16],binoculars_16,[ 9.   -1.72],sippycup_5,[ 9.   12.04],hourglass_3,[3.  8.6],key_16,[15.    1.72],bill_9,[3.   5.16],golfball_11,[15.    5.16],snowglobe_1,[-21.    8.6],decorativescreen_17,[-3.    5.16],toyhorse_11,[-21.     1.72],scrunchie_14,[-9.   12.04],keychain_10,[-15.     1.72],camcorder_4,[-3.  -8.6],chair_3,[-3.   -5.16],balloon_6,[-9.  -8.6],trumpet_13,[-21.    -1.72],cushion_11,[ -9.   -12.04]
10322,handgun_1,[-15.    12.04],gun,Flashlight or Gun,12.0,q,2553.0,True,BM-202,black,RaceB3,0.0,1.0,,,[3. 0.],[-3.  0.],[-8.  0.],[8. 0.],2553.0,2553.0,2553.0,0,0,0,0,microwave_7,[-9.    5.16],computer_key_6,[-15.     5.16],goggle_2,[21.    1.72],beermug_1,[15.    5.16],pipe_2,[ 3.   12.04],stamp_9,[15.   -1.72],roadsign_7,[21.   -5.16],gift_17,[  9.   -12.04],toyrabbit_10,[-21.    -5.16],rug_9,[ -3.   -12.04],spoon_2,[-15.    -5.16],doll_4,[1000. 1000.],bill_2,[1000. 1000.],bottle_1,[1000. 1000.],pizza_4,[1000. 1000.],bowl_13,[1000. 1000.],flag_5,[1000. 1000.],basket_1,[1000. 1000.],dumbbell_15,[1000. 1000.]
10322,Hammer_1,[3.  8.6],nongun,Gun or Hammer,16.0,p,828.0,True,WM-033,white,RaceB3,0.0,1.0,,,[-3.  0.],[3. 0.],[-8.  0.],[8. 0.],828.0,828.0,828.0,0,0,0,0,fan_1,[ 3.   12.04],cookingpan_5,[21.    5.16],scrunchie_4,[3.   5.16],tricycle_7,[-9.    5.16],saltpeppershake_9,[-21.    8.6],rosary_16,[-15.    12.04],pokercard_16,[-21.    12.04],watch_11,[15.   -1.72],grill_11,[  3.   -12.04],cigarette_5,[15.   -5.16],scale_12,[21.   -5.16],frame_15,[-3.   -5.16],motorcycle_13,[-15.    -5.16],keyboard_15,[-21.    -5.16],necktie_7,[ -3.   -12.04],camcorder_14,[1000. 1000.],powerstrip_16,[1000. 1000.],jacket_2,[1000. 1000.],basket_5,[1000. 1000.]
10322,handgun_14,[15.   -1.72],gun,Sodacan or Gun,12.0,q,1042.0,True,BM-210,black,RaceB3,0.0,1.0,,,[-3.  0.],[8. 0.],[-8.  0.],[3. 0.],1042.0,1042.0,1042.0,0,0,0,0,necktie_12,[21.   -1.72],cupsaucer_6,[  9.   -12.04],seashell_7,[3.  8.6],bench_4,[21.    1.72],rock_15,[15.    5.16],beanbagchair_2,[-9.   8.6],butterfly_1,[-3.    5.16],cookingpan_14,[-3.   8.6],bottle_11,[-9.   -1.72],saltpeppershake_10,[-15.    -5.16],recordplayer_3,[-21.    -1.72],speakers_15,[1000. 1000.],bearteddy_6,[1000. 1000.],fan_11,[1000. 1000.],shoe_1,[1000. 1000.],trunk_12,[1000. 1000.],pokercard_4,[1000. 1000.],toothpaste_10,[1000. 1000.],microwave_1,[1000. 1000.]
10322,handgun_16,[9.   5.16],gun,Gun or Wallet,16.0,q,833.0,True,BM-002,black,RaceB3,0.0,1.0,,,[8. 0.],[-8.  0.],[3. 0.],[-3.  0.],833.0,833.0,833.0,0,0,0,0,carfront_9,[9.   1.72],stool_16,[15.   8.6],jacket_10,[21.    5.16],wineglass_14,[-21.     1.72],muffins_10,[-21.     5.16],cake_14,[-3.   8.6],camcorder_10,[-3.    5.16],patioloungechair_14,[ 9.   -5.16],bell_8,[ 3.  -8.6],sandwich_8,[15.  -8.6],cookingpan_13,[ 9.  -8.6],clock_10,[-9.   -5.16],mp3player_8,[-15.   -8.6],keychain_17,[-9.   -1.72],frisbee_7,[-3.  -8.6],coffeemug_15,[1000. 1000.],bike_15,[1000. 1000.],toyrabbit_4,[1000. 1000.],lamp_6,[1000. 1000.]
10322,handgun_9,[-15.    12.04],gun,Gun or Cellphone,20.0,q,1684.0,True,BM-237,black,RaceB3,0.0,0.0,2.1552133229997708,True,[-3.  0.],[-8.  0.],[3. 0.],[8. 0.],1684.0,1684.0,1684.0,0,0,0,0,necktie_11,[-21.     1.72],hanger_8,[-3.   12.04],tongs_10,[-9.    5.16],donut_2,[-15.     1.72],watch_4,[ 9.   12.04],cookpot_15,[9.   1.72],bike_8,[15.   8.6],pokercard_3,[21.    1.72],beanbagchair_1,[15.    1.72],windchime_8,[ 9.   -5.16],sandwich_15,[ 9.   -1.72],crib_9,[21.  -8.6],lawnmower_8,[ 3.  -8.6],patioloungechair_11,[ 3.   -5.16],compass_8,[-21.   -8.6],jack-o-lantern_2,[-3.   -5.16],mushroom_3,[-21.    -5.16],collar_13,[-9.   -1.72],breadloaf_14,[ -3.   -12.04]
10322,handgun_15,[ -3.   -12.04],gun,Flashlight or Gun,12.0,q,2792.0,True,WM-017,white,RaceB3,0.0,1.0,,,[-3.  0.],[8. 0.],[-8.  0.],[3. 0.],2792.0,2792.0,2792.0,0,0,0,0,donut_7,[-15.    -1.72],beermug_11,[-3.  -8.6],pitcher_14,[15.   12.04],boot_12,[9.   5.16],pipe_14,[ 9.   12.04],wineglass_3,[-15.    8.6],lipstick_3,[-3.   8.6],telescope_15,[-9.    1.72],flag_1,[15.  -8.6],tablesmall_15,[21.  -8.6],pokercard_7,[ 9.   -5.16],apple_9,[1000. 1000.],bed_13,[1000. 1000.],exercise_equipment_4,[1000. 1000.],lantern_15,[1000. 1000.],coffeemug_10,[1000. 1000.],handbag_5,[1000. 1000.],bird_17,[1000. 1000.],shoe_10,[1000. 1000.]
10322,handgun_11,[3.  8.6],gun,Gun or Hairbrush,12.0,q,1121.0,True,BM-216,black,RaceB3,0.0,1.0,,,[-3.  0.],[-8.  0.],[3. 0.],[8. 0.],1121.0,1121.0,1121.0,0,0,0,0,tree_13,[ 3.   12.04],toothpaste_4,[9.   1.72],makeupcompact_16,[-3.   12.04],beermug_9,[-9.    1.72],socks_13,[-15.    8.6],easteregg_redo_6,[ 3.   -5.16],cherubstatue_8,[15.  -8.6],saddle_6,[15.   -1.72],magazinecovers_7,[-21.    -1.72],sandwich_14,[-3.  -8.6],chair_4,[-9.   -1.72],christmasstocking_2,[1000. 1000.],donut_6,[1000. 1000.],cheesegrater_13,[1000. 1000.],dresser_13,[1000. 1000.],bongo_5,[1000. 1000.],dog_6,[1000. 1000.],windchime_14,[1000. 1000.],button_5,[1000. 1000.]
10322,handgun_12,[15.  -8.6],gun,Hammer or Gun,20.0,q,1987.0,True,BM-039,black,RaceB3,0.0,1.0,,,[8. 0.],[3. 0.],[-3.  0.],[-8.  0.],1987.0,1987.0,1987.0,0,0,0,0,roadsign_9,[15.   -1.72],pitcher_3,[21.  -8.6],lamp_13,[  3.   -12.04],cupsaucer_13,[ 15.   -12.04],guitar_6,[ 3.   12.04],earings_7,[21.   8.6],lock_5,[9.   5.16],glove_14,[21.    5.16],handbag_17,[21.   12.04],cat_12,[-3.   12.04],bowtie_2,[-9.   12.04],camera_13,[-9.    1.72],pipe_8,[-3.   8.6],lawnmower_10,[-21.    12.04],rollerskates_2,[-15.    -1.72],magazinecovers_5,[-3.  -8.6],jack-o-lantern_7,[-9.   -1.72],motorcycle_4,[-21.    -5.16],headband_5,[ -9.   -12.04]
10322,handgun_10,[9.   1.72],gun,Gun or Sodacan,16.0,q,827.0,True,WM-251,white,RaceB3,0.0,1.0,,,[-3.  0.],[3. 0.],[-8.  0.],[8. 0.],827.0,827.0,827.0,0,0,0,0,cupsaucer_5,[9.   5.16],lipstick_17,[21.   8.6],train_6,[15.    1.72],patioloungechair_7,[-9.    5.16],tablesmall_12,[-9.   8.6],computer_key_1,[-15.     1.72],cake_16,[-15.     5.16],cushion_5,[21.  -8.6],garbagetrash_12,[  3.   -12.04],toiletseat_10,[21.   -5.16],pokercard_13,[ 3.  -8.6],dresser_9,[-3.  -8.6],bed_17,[-21.   -12.04],scale_5,[-9.   -1.72],lamp_5,[-3.   -5.16],butterfly_13,[1000. 1000.],beanbagchair_6,[1000. 1000.],easteregg_redo_10,[1000. 1000.],coatrack_14,[1000. 1000.]
10322,Flashlight_2,[-15.    8.6],nongun,Flashlight or Gun,20.0,p,1889.0,True,BM-026,black,RaceB3,0.0,1.0,,,[-3.  0.],[8. 0.],[-8.  0.],[3. 0.],1889.0,1889.0,1889.0,0,0,0,0,pen_11,[-3.    5.16],crib_6,[-9.   12.04],cookingpan_2,[-15.    12.04],cushion_12,[-21.    12.04],mp3player_16,[ 9.   12.04],tent_11,[15.    1.72],tricycle_1,[21.   12.04],muffins_4,[3.   5.16],exercise_equipment_2,[3.  8.6],kayak_13,[  3.   -12.04],snowglobe_3,[  9.   -12.04],coffeemug_2,[15.   -1.72],cupsaucer_14,[21.  -8.6],babushkadolls_8,[15.   -5.16],makeupcompact_1,[-15.    -1.72],helmet_15,[-21.   -12.04],bench_15,[-15.    -5.16],jacket_5,[-21.   -8.6],windchime_10,[-21.    -5.16]
10322,VideoGameController_1,[-9.   12.04],nongun,VideoGameController or Gun,20.0,p,1314.0,True,BM-210,black,RaceB3,0.0,1.0,,,[-3.  0.],[3. 0.],[8. 0.],[-8.  0.],1314.0,1314.0,1314.0,0,0,0,0,radio_5,[-3.   8.6],chessboard_12,[-21.     5.16],mask_12,[-15.    8.6],stamp_7,[-9.   8.6],jacket_6,[15.    1.72],muffins_14,[21.   12.04],toiletseat_8,[ 9.   12.04],lei_4,[3.  8.6],keyboard_10,[15.   12.04],headphone_7,[21.  -8.6],tongs_3,[  9.   -12.04],sandwich_4,[ 9.  -8.6],boot_4,[ 21.   -12.04],doorknob_5,[15.   -5.16],balloon_16,[-15.    -1.72],baseballcards_12,[-21.   -8.6],toyhorse_5,[-9.   -5.16],bell_9,[-15.   -8.6],saddle_2,[-15.    -5.16]
10322,Hairbrush_1,[-21.     5.16],nongun,Gun or Hairbrush,12.0,p,1437.0,True,BM-200,black,RaceB3,0.0,1.0,,,[3. 0.],[-8.  0.],[-3.  0.],[8. 0.],1437.0,1437.0,1437.0,0,0,0,0,mp3player_6,[-15.     1.72],microscope_3,[-21.    8.6],lei_14,[21.   8.6],keyboard_14,[21.   12.04],garbagetrash_11,[15.    5.16],bird_6,[ 3.  -8.6],suitcase_7,[  3.   -12.04],boot_1,[ 9.  -8.6],pizza_1,[-3.  -8.6],dumbbell_12,[-15.    -5.16],tent_9,[ -9.   -12.04],bongo_12,[1000. 1000.],button_9,[1000. 1000.],pokercard_10,[1000. 1000.],toyrabbit_2,[1000. 1000.],tape_1,[1000. 1000.],cheesegrater_10,[1000. 1000.],lamp_8,[1000. 1000.],cushion_17,[1000. 1000.]
10322,handgun_17,[-9.   12.04],gun,Gun or Stapler,16.0,q,1170.0,True,WM-004,white,RaceB3,0.0,1.0,,,[3. 0.],[8. 0.],[-3.  0.],[-8.  0.],1170.0,1170.0,1170.0,0,0,0,0,stamp_13,[-21.     1.72],rug_10,[-15.    12.04],beanbagchair_14,[-3.    5.16],seashell_8,[15.   8.6],tongs_17,[21.    1.72],trophy_1,[21.   12.04],beermug_10,[15.    1.72],desk_8,[ 21.   -12.04],jacket_4,[21.  -8.6],lawnmower_1,[  9.   -12.04],headphone_5,[15.   -1.72],necklace_8,[-21.    -5.16],christmasstocking_16,[-15.   -8.6],razor_9,[-9.   -1.72],necktie_3,[-9.  -8.6],mask_8,[1000. 1000.],cookingpan_15,[1000. 1000.],nailpolish_1,[1000. 1000.],bowtie_3,[1000. 1000.]
10322,Sodacan_1,[ -9.   -12.04],nongun,Sodacan or Gun,16.0,p,3754.0,True,BM-001,black,RaceB3,0.0,1.0,,,[8. 0.],[-3.  0.],[3. 0.],[-8.  0.],3754.0,3754.0,3754.0,0,0,0,0,decorativescreen_5,[ -3.   -12.04],rosary_12,[-15.   -12.04],tree_1,[-15.    -5.16],pokercard_17,[15.   12.04],rug_4,[21.    1.72],spoon_3,[ 9.   12.04],tape_7,[3.   5.16],stool_2,[-15.     1.72],bike_7,[-21.    12.04],frame_11,[-9.    1.72],headband_14,[-9.    5.16],garbagetrash_16,[ 15.   -12.04],leaves_17,[21.   -5.16],cookingpan_3,[15.   -1.72],turtle_13,[  9.   -12.04],watch_13,[1000. 1000.],tablesmall_9,[1000. 1000.],radio_14,[1000. 1000.],bird_16,[1000. 1000.]
10322,handgun_2,[-15.     1.72],gun,Wallet or Gun,12.0,q,882.0,True,BM-246,black,RaceB3,0.0,1.0,,,[8. 0.],[-8.  0.],[-3.  0.],[3. 0.],882.0,882.0,882.0,0,0,0,0,saddle_17,[-21.     1.72],rollerskates_15,[-15.     5.16],necktie_15,[9.   1.72],headphone_17,[3.   5.16],helmet_10,[15.   12.04],lei_5,[ 9.   -1.72],bowtie_4,[  9.   -12.04],baseballcards_5,[21.   -1.72],mushroom_14,[-3.   -5.16],backpack_2,[ -3.   -12.04],toothpaste_2,[-9.   -1.72],hanger_7,[1000. 1000.],microscope_12,[1000. 1000.],mask_15,[1000. 1000.],snowglobe_2,[1000. 1000.],bonzai_12,[1000. 1000.],chessboard_14,[1000. 1000.],coatrack_8,[1000. 1000.],hat_13,[1000. 1000.]
10322,handgun_13,[-21.    -5.16],gun,Cellphone or Gun,12.0,q,3991.0,True,WM-038,white,RaceB3,0.0,1.0,,,[8. 0.],[-3.  0.],[-8.  0.],[3. 0.],3991.0,3991.0,3991.0,0,0,0,0,necktie_13,[ -3.   -12.04],pen_1,[-9.  -8.6],pokercard_2,[15.   8.6],bearteddy_14,[ 3.   12.04],camcorder_11,[21.    5.16],motorcycle_10,[-21.     1.72],tennisracquet_10,[-9.   12.04],tablesmall_8,[-15.    8.6],flag_9,[ 9.   -1.72],lamp_11,[15.   -1.72],cupsaucer_15,[  9.   -12.04],doll_6,[1000. 1000.],mask_3,[1000. 1000.],telescope_6,[1000. 1000.],rug_15,[1000. 1000.],guitar_9,[1000. 1000.],wig_6,[1000. 1000.],decorativescreen_4,[1000. 1000.],bongo_3,[1000. 1000.]
10322,Cellphone_1,[21.  -8.6],nongun,Gun or Cellphone,12.0,p,2520.0,True,WM-238,white,RaceB3,0.0,1.0,,,[-8.  0.],[-3.  0.],[8. 0.],[3. 0.],2520.0,2520.0,2520.0,0,0,0,0,cookie_4,[ 9.   -5.16],turtle_12,[ 21.   -12.04],lei_11,[3.  8.6],bathsuit_10,[21.    1.72],cherubstatue_11,[9.   1.72],seashell_12,[-9.   8.6],binoculars_11,[-3.   12.04],ceilingfan_2,[-15.    12.04],bird_11,[-21.    -5.16],bearteddy_13,[-9.  -8.6],frame_7,[-21.   -8.6],sippycup_11,[1000. 1000.],meat_6,[1000. 1000.],kayak_14,[1000. 1000.],earings_2,[1000. 1000.],pants_9,[1000. 1000.],balloon_2,[1000. 1000.],microwave_15,[1000. 1000.],motorcycle_9,[1000. 1000.]
10322,Sodacan_2,[-21.    -1.72],nongun,Gun or Sodacan,20.0,p,1023.0,True,WM-040,white,RaceB3,0.0,1.0,,,[8. 0.],[3. 0.],[-3.  0.],[-8.  0.],1023.0,1023.0,1023.0,0,0,0,0,powerstrip_3,[-15.    -1.72],pen_12,[-3.   -5.16],button_17,[-9.   -1.72],orifan_7,[-3.  -8.6],pizza_17,[ 9.   12.04],babycarriage_2,[9.   1.72],train_2,[3.  8.6],tennisracquet_13,[9.   5.16],decorativescreen_8,[21.   8.6],tree_12,[-15.    8.6],dollhouse_7,[-15.    12.04],cupsaucer_1,[-3.    5.16],flag_14,[-9.    5.16],cheese_15,[-15.     5.16],sandwich_1,[ 9.  -8.6],tape_8,[21.  -8.6],keyboard_7,[ 15.   -12.04],apple_16,[  3.   -12.04],meat_12,[15.  -8.6]
10322,Wallet_2,[15.   12.04],nongun,Wallet or Gun,20.0,p,8668.0,True,WM-211,white,RaceB3,0.0,1.0,,,[8. 0.],[3. 0.],[-8.  0.],[-3.  0.],8668.0,8668.0,8668.0,0,0,0,0,tennisracquet_1,[9.   1.72],cherubstatue_2,[9.   5.16],snowglobe_4,[15.    5.16],hourglass_10,[9.  8.6],headphone_4,[-3.    5.16],cheese_6,[-3.   8.6],kayak_9,[-9.   8.6],pen_13,[-9.    1.72],powerstrip_8,[-15.     1.72],dresser_17,[  3.   -12.04],socks_17,[ 15.   -12.04],pokercard_1,[ 9.   -5.16],babycarriage_8,[ 3.   -5.16],christmastreeornamantball_14,[15.  -8.6],keychain_7,[-21.    -1.72],windchime_7,[-9.  -8.6],speakers_13,[-15.   -12.04],easteregg_redo_9,[ -9.   -12.04],train_12,[-3.   -5.16]
10322,Flashlight_1,[-15.   -8.6],nongun,Flashlight or Gun,20.0,p,3408.0,True,WM-017,white,RaceB3,0.0,1.0,,,[-8.  0.],[3. 0.],[8. 0.],[-3.  0.],3408.0,3408.0,3408.0,0,0,0,0,roadsign_10,[ -9.   -12.04],ring_13,[-15.    -1.72],key_3,[-21.    -1.72],compass_3,[-3.  -8.6],donut_17,[15.   12.04],lock_6,[9.   5.16],mp3player_9,[15.   8.6],nailpolish_4,[9.   1.72],magazinecovers_17,[21.   12.04],pokercard_8,[-21.     1.72],cushion_13,[-3.    5.16],microscope_2,[-9.   12.04],bucket_2,[-15.    12.04],camera_12,[-3.   12.04],headphone_2,[  3.   -12.04],cookie_17,[15.  -8.6],suitcase_5,[ 9.  -8.6],cookingpan_6,[15.   -1.72],handbag_4,[15.   -5.16]
10322,Wallet_1,[-3.   -5.16],nongun,Wallet or Gun,16.0,p,1247.0,True,BM-202,black,RaceB3,0.0,0.0,3.1823518439923646,True,[8. 0.],[3. 0.],[-8.  0.],[-3.  0.],1247.0,1247.0,1247.0,0,0,0,0,ball_7,[-21.    -1.72],fan_8,[-15.   -12.04],tennisracquet_2,[-15.    -1.72],clock_14,[9.   5.16],lipstick_11,[15.    1.72],bike_13,[15.   12.04],domino_1,[21.    1.72],magazinecovers_11,[-9.    1.72],bearteddy_2,[-15.    12.04],pokercard_12,[-21.     5.16],powerstrip_13,[-15.    8.6],leaves_4,[ 9.  -8.6],roadsign_8,[  9.   -12.04],rollerskates_6,[ 9.   -5.16],gift_3,[15.   -1.72],tape_5,[1000. 1000.],bell_16,[1000. 1000.],butterfly_6,[1000. 1000.],snowglobe_6,[1000. 1000.]
10322,Cellphone_2,[-3.    5.16],nongun,Cellphone or Gun,16.0,q,8517.0,False,WM-237,white,RaceB3,0.0,0.0,2.3318989880062877,True,[3. 0.],[-3.  0.],[8. 0.],[-8.  0.],8517.0,8517.0,8517.0,0,0,0,0,camera_15,[-15.    12.04],decorativescreen_14,[-15.     5.16],microscope_1,[-9.   12.04],goggle_12,[21.    1.72],speakers_17,[15.   12.04],necklace_10,[15.   8.6],glove_13,[21.    5.16],desk_16,[15.   -5.16],suit_12,[15.  -8.6],dog_2,[15.   -1.72],airplane_4,[ 21.   -12.04],fan_13,[-21.    -1.72],saddle_3,[ -3.   -12.04],bagel_11,[-15.   -8.6],seashell_16,[-21.   -12.04],makeupcompact_12,[1000. 1000.],hanger_14,[1000. 1000.],doll_11,[1000. 1000.],nailpolish_13,[1000. 1000.]
10322,handgun_5,[15.    5.16],gun,Gun or Hammer,12.0,q,876.0,True,WM-026,white,RaceB3,0.0,1.0,,,[-3.  0.],[3. 0.],[8. 0.],[-8.  0.],876.0,876.0,876.0,0,0,0,0,bagel_9,[21.   12.04],shoe_12,[ 9.   12.04],glove_8,[-21.     5.16],coin_8,[-9.   12.04],tv_11,[-3.   12.04],bowl_11,[ 9.   -5.16],tape_2,[ 9.   -1.72],windchime_1,[ 9.  -8.6],recordplayer_2,[-21.   -12.04],bike_10,[-21.   -8.6],rock_7,[-21.    -1.72],roadsign_11,[1000. 1000.],necktie_17,[1000. 1000.],turtle_2,[1000. 1000.],headband_11,[1000. 1000.],crib_13,[1000. 1000.],rollerskates_17,[1000. 1000.],cupsaucer_16,[1000. 1000.],armyguy_16,[1000. 1000.]
10322,handgun_7,[15.   -1.72],gun,Gun or Stapler,12.0,q,848.0,True,BM-229,black,RaceB3,0.0,1.0,,,[-3.  0.],[8. 0.],[-8.  0.],[3. 0.],848.0,848.0,848.0,0,0,0,0,tape_14,[21.  -8.6],broom_2,[ 21.   -12.04],watch_3,[21.    5.16],radio_9,[3.   5.16],babycarriage_11,[15.   12.04],pokercard_6,[-3.   8.6],boot_17,[-15.    8.6],bottle_15,[-21.    8.6],compass_16,[ -3.   -12.04],dollhouse_5,[-15.    -1.72],headband_3,[-3.   -5.16],tv_13,[1000. 1000.],stool_11,[1000. 1000.],beermug_14,[1000. 1000.],bowtie_17,[1000. 1000.],domino_15,[1000. 1000.],cookie_9,[1000. 1000.],butterfly_7,[1000. 1000.],desk_17,[1000. 1000.]
10322,handgun_3,[21.    5.16],gun,VideoGameController or Gun,16.0,q,1641.0,True,WM-214,white,RaceB3,0.0,1.0,,,[8. 0.],[-8.  0.],[-3.  0.],[3. 0.],1641.0,1641.0,1641.0,0,0,0,0,exercise_equipment_7,[9.   5.16],lantern_4,[21.    1.72],earings_15,[3.  8.6],powerstrip_1,[-3.    5.16],bowtie_13,[-21.    8.6],stool_1,[-15.     5.16],cookpot_16,[-3.   8.6],sandwich_7,[15.   -1.72],rollerskates_4,[ 3.   -5.16],toothpaste_9,[21.   -1.72],mp3player_17,[  3.   -12.04],pen_3,[-15.   -12.04],lawnmower_4,[-3.   -5.16],doorknob_11,[-21.   -12.04],binoculars_15,[-3.  -8.6],goggle_16,[1000. 1000.],decorativescreen_11,[1000. 1000.],licenseplate_7,[1000. 1000.],magazinecovers_6,[1000. 1000.]
10322,Hammer_2,[-3.   12.04],nongun,Gun or Hammer,16.0,p,976.0,True,WM-213,white,RaceB3,0.0,1.0,,,[3. 0.],[8. 0.],[-8.  0.],[-3.  0.],976.0,976.0,976.0,0,0,0,0,lamp_4,[-3.    5.16],necklace_6,[-9.   12.04],dog_1,[-15.    12.04],exercise_equipment_8,[15.   12.04],bench_14,[15.    1.72],cushion_9,[21.   8.6],bird_1,[21.   12.04],ringbinder_9,[ 3.   -5.16],suitcase_1,[15.   -1.72],glove_12,[ 21.   -12.04],grill_1,[15.   -5.16],airplane_10,[-15.   -12.04],cheese_17,[-9.  -8.6],bearteddy_17,[-9.   -1.72],jack-o-lantern_10,[-3.   -5.16],keychain_11,[1000. 1000.],chessboard_17,[1000. 1000.],toyrabbit_9,[1000. 1000.],tv_4,[1000. 1000.]
10322,handgun_4,[-15.    -1.72],gun,Gun or Hairbrush,16.0,q,2385.0,True,WM-032,white,RaceB3,0.0,1.0,,,[-8.  0.],[-3.  0.],[8. 0.],[3. 0.],2385.0,2385.0,2385.0,0,0,0,0,lipstick_8,[-15.   -12.04],bowl_8,[-21.    -5.16],carfront_6,[-9.   -1.72],cushion_10,[9.   1.72],ceilingfan_11,[15.    5.16],bed_3,[ 3.   12.04],suitcase_10,[9.   5.16],cookpot_17,[-15.     5.16],muffins_12,[-9.   8.6],hat_2,[-3.   8.6],razor_8,[-3.   12.04],balloon_7,[  9.   -12.04],pants_17,[21.   -1.72],bongo_8,[15.   -5.16],suit_15,[15.  -8.6],motorcycle_15,[1000. 1000.],stamp_15,[1000. 1000.],clock_12,[1000. 1000.],hourglass_17,[1000. 1000.]
10322,handgun_8,[ 9.   12.04],gun,Gun or Stapler,16.0,q,826.0,True,WM-245,white,RaceB3,0.0,1.0,,,[-8.  0.],[3. 0.],[-3.  0.],[8. 0.],826.0,826.0,826.0,0,0,0,0,cupsaucer_2,[9.  8.6],pants_10,[21.   12.04],earings_8,[21.    5.16],lantern_14,[-3.   12.04],mp3player_1,[-3.   8.6],licenseplate_3,[-3.    5.16],keyboard_5,[-9.   8.6],bird_10,[  9.   -12.04],bongo_6,[21.  -8.6],tent_13,[15.   -5.16],boot_10,[ 3.  -8.6],coin_4,[-3.   -5.16],ring_16,[-21.    -5.16],microscope_4,[ -9.   -12.04],exercise_equipment_15,[-21.   -8.6],airplane_14,[1000. 1000.],apple_5,[1000. 1000.],domino_2,[1000. 1000.],rosary_11,[1000. 1000.]
10322,Hairbrush_2,[-9.  -8.6],nongun,Hairbrush or Gun,16.0,p,2031.0,True,BM-200,black,RaceB3,0.0,1.0,,,[8. 0.],[-8.  0.],[3. 0.],[-3.  0.],2031.0,2031.0,2031.0,0,0,0,0,butterfly_9,[ -9.   -12.04],mask_11,[-21.    -5.16],backpack_7,[-21.   -8.6],christmasstocking_11,[21.   8.6],chair_5,[3.  8.6],nailpolish_5,[21.    1.72],seashell_9,[9.  8.6],meat_17,[-15.     1.72],telescope_3,[-21.    8.6],microwave_11,[-3.    5.16],suit_16,[-9.   8.6],guitar_16,[ 9.   -5.16],toiletseat_1,[  9.   -12.04],cookingpan_10,[ 9.  -8.6],golfball_6,[21.   -5.16],button_16,[1000. 1000.],saltpeppershake_12,[1000. 1000.],fish hook_10,[1000. 1000.],spoon_10,[1000. 1000.]
