objectP1,setSizeP1,gridCheckP1,raceP2,objectP2,setSizeP2,gridCheckP2,nRepsBlock1,nRepsBlock2,nRepsBlock3,raceB3,objectB3,setSizeB3,gridCheckB3,raceB2,objectB2,setSizeB2,gridCheckB2,objectB1,setSizeB1,gridCheckB1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,Initialize.started,Initialize.stopped,Instructions.started,text.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Instructions2.started,text_6.started,key_resp_11.started,Instructions2.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,Instructions3.started,text_4.started,key_resp_9.started,Instructions3.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,PracticeTrial.started,fixation.started,fixation.stopped,cue.started,cue.stopped,fixation_2.started,fixation_2.stopped,Tstim.started,Dstim_1.started,Dstim_2.started,Dstim_3.started,Dstim_4.started,Dstim_5.started,Dstim_6.started,Dstim_7.started,Dstim_8.started,Dstim_9.started,Dstim_10.started,Dstim_11.started,Dstim_12.started,Dstim_13.started,Dstim_14.started,Dstim_15.started,Dstim_16.started,Dstim_17.started,Dstim_18.started,Dstim_19.started,key_resp_2.started,PracticeTrial.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Dstim_1_image,Dstim_1_position,Dstim_2_image,Dstim_2_position,Dstim_3_image,Dstim_3_position,Dstim_4_image,Dstim_4_position,Dstim_5_image,Dstim_5_position,Dstim_6_image,Dstim_6_position,Dstim_7_image,Dstim_7_position,Dstim_8_image,Dstim_8_position,Dstim_9_image,Dstim_9_position,Dstim_10_image,Dstim_10_position,Dstim_11_image,Dstim_11_position,Dstim_12_image,Dstim_12_position,Dstim_13_image,Dstim_13_position,Dstim_14_image,Dstim_14_position,Dstim_15_image,Dstim_15_position,Dstim_16_image,Dstim_16_position,Dstim_17_image,Dstim_17_position,Dstim_18_image,Dstim_18_position,Dstim_19_image,Dstim_19_position,target_object,target_object_position,target_type,pretrial_text,setSize,response,rt,correct,face,race,condition_name,block_order,textGrid.started,textGrid.stopped,gridCheck.started,gridCheck.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.corr,mouse.clicked_name,gridCheck,mouseRT,mouseCorr,Tnum_position,Tnum_value,Dnum_position,Dnum_value,Dnum2_position,Dnum2_value,Dnum3_position,Dnum3_value,feedback.started,fb.started,fb.stopped,feedback.stopped,itemNumber.started,itemNumber_2.started,itemNumber_3.started,itemNumber_4.started,itemNumber_5.started,itemNumber_6.started,itemNumber_7.started,itemNumber_8.started,itemNumber_9.started,itemNumber_10.started,itemNumber_11.started,itemNumber_12.started,itemNumber_13.started,itemNumber_14.started,itemNumber_15.started,itemNumber_16.started,itemNumber_17.started,itemNumber_18.started,itemNumber_19.started,itemNumber_20.started,Tnum.started,Dnum.started,Dnum_2.started,Dnum_3.started,mouse.started,instruct.started,RaceBlockPrac.started,fixation_7.started,fixation_7.stopped,cue_5.started,cue_5.stopped,Rstim_3.started,Rstim_3.stopped,Tstim_5.started,Dstim_77.started,Dstim_78.started,Dstim_79.started,Dstim_80.started,Dstim_81.started,Dstim_82.started,Dstim_83.started,Dstim_84.started,Dstim_85.started,Dstim_86.started,Dstim_87.started,Dstim_88.started,Dstim_89.started,Dstim_90.started,Dstim_91.started,Dstim_92.started,Dstim_93.started,Dstim_94.started,Dstim_95.started,key_resp_7.started,RaceBlockPrac.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,textGrid_2.started,textGrid_2.stopped,gridCheck_2.started,gridCheck_2.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.corr,mouse_2.clicked_name,feedback_2.started,fb_2.started,fb_2.stopped,feedback_2.stopped,itemNumber_21.started,itemNumber_22.started,itemNumber_23.started,itemNumber_24.started,itemNumber_25.started,itemNumber_26.started,itemNumber_27.started,itemNumber_28.started,itemNumber_29.started,itemNumber_30.started,itemNumber_31.started,itemNumber_32.started,itemNumber_33.started,itemNumber_34.started,itemNumber_35.started,itemNumber_36.started,itemNumber_37.started,itemNumber_38.started,itemNumber_39.started,itemNumber_40.started,Tnum_2.started,Dnum_4.started,Dnum_5.started,Dnum_6.started,mouse_2.started,instruct_2.started,pauseForMainTrials.started,text_3.started,key_resp_8.started,pauseForMainTrials.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,storeConditions.started,storeConditions.stopped,RaceBlock_2.started,fixation_6.started,fixation_6.stopped,cue_4.started,cue_4.stopped,Rstim_2.started,Rstim_2.stopped,Tstim_4.started,Dstim_58.started,Dstim_59.started,Dstim_60.started,Dstim_61.started,Dstim_62.started,Dstim_63.started,Dstim_64.started,Dstim_65.started,Dstim_66.started,Dstim_67.started,Dstim_68.started,Dstim_69.started,Dstim_70.started,Dstim_71.started,Dstim_72.started,Dstim_73.started,Dstim_74.started,Dstim_75.started,Dstim_76.started,key_resp_5.started,RaceBlock_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,textGrid_5.started,textGrid_5.stopped,gridCheck_5.started,gridCheck_5.stopped,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.time,mouse_5.corr,mouse_5.clicked_name,itemNumber_81.started,itemNumber_82.started,itemNumber_83.started,itemNumber_84.started,itemNumber_85.started,itemNumber_86.started,itemNumber_87.started,itemNumber_88.started,itemNumber_89.started,itemNumber_90.started,itemNumber_91.started,itemNumber_92.started,itemNumber_93.started,itemNumber_94.started,itemNumber_95.started,itemNumber_96.started,itemNumber_97.started,itemNumber_98.started,itemNumber_99.started,itemNumber_100.started,Tnum_5.started,Dnum_13.started,Dnum_14.started,Dnum_15.started,mouse_5.started,instruct_5.started,RestBlock.started,text_2.started,key_resp_6.started,RestBlock.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,RaceBlock_1.started,fixation_5.started,fixation_5.stopped,cue_3.started,cue_3.stopped,Rstim.started,Rstim.stopped,Tstim_3.started,Dstim_39.started,Dstim_40.started,Dstim_41.started,Dstim_42.started,Dstim_43.started,Dstim_44.started,Dstim_45.started,Dstim_46.started,Dstim_47.started,Dstim_48.started,Dstim_49.started,Dstim_50.started,Dstim_51.started,Dstim_52.started,Dstim_53.started,Dstim_54.started,Dstim_55.started,Dstim_56.started,Dstim_57.started,key_resp_4.started,RaceBlock_1.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,textGrid_4.started,textGrid_4.stopped,gridCheck_4.started,gridCheck_4.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time,mouse_4.corr,mouse_4.clicked_name,itemNumber_61.started,itemNumber_62.started,itemNumber_63.started,itemNumber_64.started,itemNumber_65.started,itemNumber_66.started,itemNumber_67.started,itemNumber_68.started,itemNumber_69.started,itemNumber_70.started,itemNumber_71.started,itemNumber_72.started,itemNumber_73.started,itemNumber_74.started,itemNumber_75.started,itemNumber_76.started,itemNumber_77.started,itemNumber_78.started,itemNumber_79.started,itemNumber_80.started,Tnum_4.started,Dnum_10.started,Dnum_11.started,Dnum_12.started,mouse_4.started,instruct_4.started,NonRaceBlock.started,fixation_3.started,fixation_3.stopped,cue_2.started,cue_2.stopped,fixation_4.started,fixation_4.stopped,Tstim_2.started,Dstim_20.started,Dstim_21.started,Dstim_22.started,Dstim_23.started,Dstim_24.started,Dstim_25.started,Dstim_26.started,Dstim_27.started,Dstim_28.started,Dstim_29.started,Dstim_30.started,Dstim_31.started,Dstim_32.started,Dstim_33.started,Dstim_34.started,Dstim_35.started,Dstim_36.started,Dstim_37.started,Dstim_38.started,key_resp_3.started,NonRaceBlock.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,textGrid_3.started,textGrid_3.stopped,gridCheck_3.started,gridCheck_3.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,mouse_3.corr,mouse_3.clicked_name,itemNumber_41.started,itemNumber_42.started,itemNumber_43.started,itemNumber_44.started,itemNumber_45.started,itemNumber_46.started,itemNumber_47.started,itemNumber_48.started,itemNumber_49.started,itemNumber_50.started,itemNumber_51.started,itemNumber_52.started,itemNumber_53.started,itemNumber_54.started,itemNumber_55.started,itemNumber_56.started,itemNumber_57.started,itemNumber_58.started,itemNumber_59.started,itemNumber_60.started,Tnum_3.started,Dnum_7.started,Dnum_8.started,Dnum_9.started,mouse_3.started,instruct_3.started,Tstim_2.stopped,Dstim_20.stopped,Dstim_21.stopped,Dstim_22.stopped,Dstim_23.stopped,Dstim_24.stopped,Dstim_25.stopped,Dstim_26.stopped,Dstim_27.stopped,Dstim_28.stopped,Dstim_29.stopped,Dstim_30.stopped,Dstim_31.stopped,Dstim_32.stopped,Dstim_33.stopped,Dstim_34.stopped,Dstim_35.stopped,Dstim_36.stopped,Dstim_37.stopped,Dstim_38.stopped,endTask.started,text_5.started,key_resp_10.started,endTask.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005836406999151222,0.006180722004501149,0.006192664004629478,0.01865094200184103,1.9993793670000741,22.480418880004436,space,20.460917948992574,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10529,2023-11-01_10h22.22.596,VAST1,2023.2.3,None,2023-11-01 10h35.04.392744 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.480440826999256,22.48994609899819,24.47355387400603,31.181360094997217,space,6.706967304999125,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10529,2023-11-01_10h22.22.596,VAST1,2023.2.3,None,2023-11-01 10h35.04.392744 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.181382623006357,31.189912076006294,33.17913063100423,48.77919079500134,space,15.593856293009594,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10529,2023-11-01_10h22.22.596,VAST1,2023.2.3,None,2023-11-01 10h35.04.392744 -0400,
Gun,20,1,,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,49.074414186005015,,,,,,,,,,,,,,,,,,,,,,,,,48.78881929900672,49.074414186005015,50.07056793400261,50.27693794299557,54.27011070099252,54.27691849399707,54.76998912599811,54.803259809996234,54.803259809996234,54.803259809996234,54.803259809996234,54.803259809996234,54.803259809996234,54.803259809996234,54.803259809996234,54.803259809996234,54.803259809996234,54.803259809996234,54.803259809996234,54.803259809996234,54.803259809996234,54.803259809996234,54.803259809996234,54.803259809996234,54.803259809996234,54.803259809996234,54.803259809996234,54.803259809996234,57.48790454700065,p,2.672121714000241,None,motorcycle_12,[21.   12.04],tricycle_13,[ 9.   12.04],speakers_13,[ 3.   12.04],muffins_13,[3.   5.16],babushkadolls_13,[-15.    8.6],shoe_4,[-15.     5.16],barbiedoll_1,[-15.     1.72],keychain_5,[-21.     1.72],earings_15,[-3.   12.04],cupsaucer_7,[  3.   -12.04],key_3,[21.  -8.6],orifan_7,[ 3.  -8.6],abacus_9,[15.   -5.16],razor_2,[ 3.   -5.16],cigarette_15,[-21.    -5.16],cherubstatue_6,[-15.    -5.16],exercise_equipment_7,[-9.  -8.6],dog_1,[-15.   -12.04],balloon_1,[-3.   -5.16],handgun_15,[15.   8.6],gun,Gun or Flashlight,20,p,2.672121714000241,FALSE,None,None,None,None,57.489750905006076,57.52038002500194,57.52039231300296,57.52594109400525,[],[],[],[],[],[],[],[],1,NA,NA,[-8.  0.],20,[3. 0.],15,[-3.  0.],12,[8. 0.],1,57.527118372003315,57.53519218899601,58.82044620299712,58.51995196999633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10529,2023-11-01_10h22.22.596,VAST1,2023.2.3,None,2023-11-01 10h35.04.392744 -0400,
NonGun,20,0,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,58.82044620299712,,,,,,,,,,,,,,,,,,,,,,,,,58.52032032900024,58.82044620299712,59.81971978099318,60.02541787100199,64.01894198999798,64.02474857300695,64.51895786699606,64.5469983380026,64.5469983380026,64.5469983380026,64.5469983380026,64.5469983380026,64.5469983380026,64.5469983380026,64.5469983380026,64.5469983380026,64.5469983380026,64.5469983380026,64.5469983380026,64.5469983380026,64.5469983380026,64.5469983380026,64.5469983380026,64.5469983380026,64.5469983380026,64.5469983380026,64.5469983380026,64.5469983380026,67.02371537800354,p,2.4660247540014097,None,dumbbell_17,[-15.    8.6],bearteddy_12,[-9.   12.04],shoe_9,[-9.   8.6],radio_5,[-9.    5.16],headband_3,[21.    5.16],lipstick_8,[3.  8.6],donut_1,[ 3.   12.04],handbag_15,[21.    1.72],cookingpan_2,[15.   8.6],rug_1,[ 15.   -12.04],sippycup_11,[ 3.   -5.16],scrunchie_8,[  3.   -12.04],cushion_1,[21.   -5.16],motorcycle_5,[ 21.   -12.04],bottle_16,[-21.    -5.16],ceilingfan_16,[-3.  -8.6],balloon_2,[ -3.   -12.04],lei_5,[-21.    -1.72],armyguy_4,[-15.    -5.16],Stapler_2,[-15.     5.16],nongun,Gun or Stapler,20,p,2.4660247540014097,TRUE,None,None,None,None,67.02497169999697,69.03190739300044,69.03192639100598,70.98013721000461,[3.2971689105318442],[0.07788587977634277],[1],[0],[0],[1.940891851001652],[1],['Tnum'],0,1.940891851001652,TRUE,[3. 0.],16,[-3.  0.],18,[8. 0.],4,[-8.  0.],2,70.98124748800183,70.99063607500284,72.28706968300685,71.97524070000509,67.06991431499773,67.06991431499773,67.06991431499773,67.06991431499773,67.06991431499773,67.06991431499773,67.06991431499773,67.06991431499773,67.06991431499773,67.06991431499773,67.06991431499773,67.06991431499773,67.06991431499773,67.06991431499773,67.06991431499773,67.06991431499773,67.06991431499773,67.06991431499773,67.06991431499773,67.06991431499773,69.04776904699975,69.04776904699975,69.04776904699975,69.04776904699975,0.013809431009576656,69.04776904699975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10529,2023-11-01_10h22.22.596,VAST1,2023.2.3,None,2023-11-01 10h35.04.392744 -0400,
Gun,12,0,,,,,,,,,,,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,72.28706968300685,,,,,,,,,,,,,,,,,,,,,,,,,71.97561273099564,72.28706968300685,73.2845022459951,73.4741909190052,77.47376839299977,77.47376839299977,77.96759555100289,77.99412607599515,77.99412607599515,77.99412607599515,77.99412607599515,77.99412607599515,77.99412607599515,77.99412607599515,77.99412607599515,77.99412607599515,77.99412607599515,77.99412607599515,77.99412607599515,77.99412607599515,77.99412607599515,77.99412607599515,77.99412607599515,77.99412607599515,77.99412607599515,77.99412607599515,77.99412607599515,77.99412607599515,79.87842713900318,q,1.8832473430084065,None,stamp_16,[15.  -8.6],backpack_2,[21.  -8.6],tennisracquet_16,[ 3.   12.04],train_9,[ 9.   12.04],recordplayer_13,[21.    1.72],jack-o-lantern_14,[-9.    1.72],makeupcompact_2,[-15.     5.16],bottle_7,[-9.    5.16],decorativescreen_3,[ -3.   -12.04],coin_1,[-9.  -8.6],pitcher_15,[-21.   -8.6],motorcycle_11,[1000. 1000.],butterfly_7,[1000. 1000.],orifan_8,[1000. 1000.],pokercard_7,[1000. 1000.],jacket_13,[1000. 1000.],shoe_3,[1000. 1000.],powerstrip_16,[1000. 1000.],coatrack_10,[1000. 1000.],handgun_5,[ 9.  -8.6],gun,Gun or Hairbrush,12,q,1.8832473430084065,TRUE,None,None,None,None,79.87968363000255,81.88161538699933,81.88165549999394,83.13545941200573,[-2.9856253914264728],[0.07788587977634277],[1],[0],[0],[1.2464916259923484],[1],['Tnum'],0,1.2464916259923484,TRUE,[-3.  0.],3,[3. 0.],12,[8. 0.],4,[-8.  0.],5,83.13648054300575,83.14227267600654,84.44069974499871,84.13383868000528,79.92603932600468,79.92603932600468,79.92603932600468,79.92603932600468,79.92603932600468,79.92603932600468,79.92603932600468,79.92603932600468,79.92603932600468,79.92603932600468,79.92603932600468,79.92603932600468,79.92603932600468,79.92603932600468,79.92603932600468,79.92603932600468,79.92603932600468,79.92603932600468,79.92603932600468,79.92603932600468,81.89913758999319,81.89913758999319,81.89913758999319,81.89913758999319,0.008747487998334691,81.89913758999319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10529,2023-11-01_10h22.22.596,VAST1,2023.2.3,None,2023-11-01 10h35.04.392744 -0400,
NonGun,16,1,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,84.44069974499871,,,,,,,,,,,,,,,,,,,,,,,,,84.13419808000617,84.44069974499871,85.43815106300463,85.63341432900052,89.62097964499844,89.63265533499361,90.12081265900633,90.14958297699923,90.14958297699923,90.14958297699923,90.14958297699923,90.14958297699923,90.14958297699923,90.14958297699923,90.14958297699923,90.14958297699923,90.14958297699923,90.14958297699923,90.14958297699923,90.14958297699923,90.14958297699923,90.14958297699923,90.14958297699923,90.14958297699923,90.14958297699923,90.14958297699923,90.14958297699923,90.14958297699923,92.20043636800256,p,2.0484128840034828,None,trunk_14,[-15.     1.72],fish hook_9,[-3.    5.16],muffins_2,[-15.     5.16],donut_9,[15.   12.04],pitcher_2,[15.    5.16],orifan_4,[ 9.   12.04],cherubstatue_4,[21.   12.04],cushion_4,[ 9.  -8.6],binoculars_17,[21.   -5.16],jack-o-lantern_12,[15.   -5.16],trophy_11,[15.  -8.6],hanger_11,[ -9.   -12.04],mask_5,[-21.   -12.04],bonzai_6,[-21.    -5.16],bike_8,[-9.   -1.72],shoe_14,[1000. 1000.],nailpolish_2,[1000. 1000.],necklace_14,[1000. 1000.],tree_4,[1000. 1000.],VideoGameController_1,[-15.    12.04],nongun,VideoGameController or Gun,16,p,2.0484128840034828,TRUE,None,None,None,None,92.20174616400618,92.22624789600377,92.22625927900663,92.23135433800053,[],[],[],[],[],[],[],[],1,NA,NA,[-8.  0.],2,[-3.  0.],4,[3. 0.],16,[8. 0.],12,92.23222990600334,92.23928111899295,93.63204303399834,93.22211800300283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10529,2023-11-01_10h22.22.596,VAST1,2023.2.3,None,2023-11-01 10h35.04.392744 -0400,
,,,Images/faces/WM-245.jpg,Gun,20,1,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,93.63204303399834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tv_2,[-15.    -5.16],tennisracquet_1,[-21.    -5.16],rug_4,[-9.   -5.16],vase_9,[-3.   -5.16],baseballcards_3,[9.   5.16],coin_10,[21.   8.6],airplane_1,[15.   8.6],goggle_6,[ 9.   12.04],pants_14,[9.   1.72],coffeemug_8,[-9.    1.72],bathsuit_6,[-3.   8.6],bottle_14,[-15.    8.6],kayak_9,[-3.   12.04],earings_12,[-9.   12.04],binoculars_3,[21.  -8.6],suitcase_13,[ 9.   -5.16],gift_12,[21.   -5.16],handbag_6,[15.   -1.72],frisbee_16,[ 3.   -5.16],handgun_14,[-21.   -8.6],gun,Gun or Hammer,20,q,2.4928176929970505,TRUE,None,None,None,None,,,,,,,,,,,,,1,NA,NA,[8. 0.],17,[-8.  0.],16,[3. 0.],11,[-3.  0.],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.22886444999313,93.63204303399834,94.12049703899538,94.13207114499528,99.1197615609999,99.13148118299432,99.62020620600379,99.64792023399787,99.64792023399787,99.64792023399787,99.64792023399787,99.64792023399787,99.64792023399787,99.64792023399787,99.64792023399787,99.64792023399787,99.64792023399787,99.64792023399787,99.64792023399787,99.64792023399787,99.64792023399787,99.64792023399787,99.64792023399787,99.64792023399787,99.64792023399787,99.64792023399787,99.64792023399787,99.64792023399787,102.14837705499667,q,2.4928176929970505,None,102.14966836299573,102.17550370800018,102.17551715399895,102.18054462100554,[],[],[],[],[],[],[],[],102.18173521300196,102.19035205000546,103.59443590100273,103.18157568000606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10529,2023-11-01_10h22.22.596,VAST1,2023.2.3,None,2023-11-01 10h35.04.392744 -0400,
